,站號,站名,站種,海拔高度(m),經度,緯度,城市,地址,資料起始日期,撤站日期,備註,原站號,新站號
532,C1E461,松安,局屬自動站,1325.0,120.986022,24.397972,苗栗縣,泰安鄉雪霸國家公園二本松解說站旁,2011-11-01,,原(C1E460)站因儀器汰換，於2011/11/1更變為(C1E461)站。,C1E460,
533,C1E480,鳳美,局屬自動站,576.0,121.034747,24.554803,苗栗縣,南庄鄉東河村24鄰石門1號(南庄往鹿場途中),1990-07-21,,,,
534,C1E511,新開,局屬自動站,326.0,120.827019,24.347703,苗栗縣,大湖鄉新開村新開4鄰20號旁,2011-11-01,,原(C1E510)站因儀器汰換，於2011/11/1更變為(C1E511)站。,C1E510,
535,C1E601,南勢,局屬自動站,125.0,120.734842,24.572486,苗栗縣,後龍鎮南港里南勢山,2011-11-01,,原(C1E600)站因儀器汰換，於2011/11/1更變為(C1E601)站。,C1E600,
536,C1E670,南礦,局屬自動站,1209.0,121.002836,24.538278,苗栗縣,南庄鄉蓬萊林道末端(南庄事業區18林班地),2002-08-01,,,,
537,C1E681,南勢山,局屬自動站,977.0,120.923831,24.421669,苗栗縣,泰安鄉大興村(從泰安國小進入站址車程約10分鐘),2011-11-01,,原(C1E680)站因儀器汰換，於2011/11/1更變為(C1E681)站。,C1E680,
538,C1E691,南湖,局屬自動站,786.0,120.837533,24.40135,苗栗縣,大湖鄉(位於南湖台3線135k處之吊樑道山上),2011-11-01,,原(C1E690)站因儀器汰換，於2011/11/1更變為(C1E691)站。,C1E690,
539,C1E701,八卦,局屬自動站,737.0,120.927619,24.491756,苗栗縣,泰安鄉(與八卦派出所相距約1.2k處),2011-11-01,,原(C1E700)站因儀器汰換，於2011/11/1更變為(C1E701)站。,C1E700,
540,C1E711,馬拉邦山,局屬自動站,990.0,120.901656,24.367306,苗栗縣,大湖鄉東興村(馬拉邦山登山口),2011-11-01,,原(C1E710)站因儀器汰換，於2011/11/1更變為(C1E711)站。,C1E710,
541,C1E721,泰安,局屬自動站,1409.0,120.968036,24.489017,苗栗縣,泰安鄉橫龍古道上(走路約5分鐘)之大湖事業區18林班地,2011-11-01,,原(C1E720)站因儀器汰換，於2011/11/1更變為(C1E721)站。,C1E720,
542,C1E770,公館,局屬自動站,83.0,120.830806,24.526914,苗栗縣,公館鄉鶴岡村178號(鶴岡國中),2011-11-01,,,,
543,C1E890,國三N149K,局屬自動站,53.0,120.680019,24.463414,苗栗縣,國道3號北向149K,2021-01-26,,,,
544,C1E900,國一N128K,局屬自動站,80.0,120.844186,24.560997,苗栗縣,國道1號北向128K,2021-10-02,,,,
545,C1F871,上谷關,局屬自動站,1000.0,121.018644,24.203483,臺中市,和平區(博愛國小谷關分校附近),2011-11-01,,原(C1F870)站因儀器汰換，於2011/11/1更變為(C1F871)站。,C1F870,
546,C1F891,稍來,局屬自動站,2205.0,121.001142,24.265689,臺中市,和平區八仙山事業區49林班地船型山苗圃廢棄觀測坪附近,2011-11-01,,原(C1F890)站因儀器汰換，於2011/11/1更變為(C1F891)站。,C1F890,
547,C1F911,新伯公,局屬自動站,417.0,120.841069,24.221361,臺中市,東勢區詒福段163地號(台電公司門前右前方),2011-11-01,,原(C1F910)站因儀器汰換，於2011/11/1更變為(C1F911)站。,C1F910,
548,C1F941,雪嶺,局屬自動站,2620.0,121.026642,24.280586,臺中市,和平區雪嶺地區八仙山事業區60林班地小雪山莊後方水塔後山頂,2011-11-01,,原(C1F940)站因儀器汰換，於2011/11/1更變為(C1F941)站。,C1F940,
549,C1F9B1,桐林,局屬自動站,130.0,120.735194,24.066172,臺中市,霧峰區桐林里民生路(桐林國小斜對面),2011-11-01,,原(C1F9B0)站因儀器汰換，於2011/11/1更變為(C1F9B1)站。,C1F9B0,
550,C1F9C1,白冷,局屬自動站,610.0,120.929889,24.182844,臺中市,和平區天輪里天輪巷42號(臺中市和平區白冷國民小學校園內),2011-11-01,,原(C1F9C0)站因儀器汰換，於2011/11/1更變為(C1F9C1)站。,C1F9C0,
551,C1F9D1,白毛台,局屬自動站,639.0,120.886933,24.158325,臺中市,新社區福興里福民路13號旁,2011-11-01,,原(C1F9D0)站因儀器汰換，於2011/11/1更變為(C1F9D1)站。,C1F9D0,
552,C1F9E1,龍安,局屬自動站,563.0,120.831961,24.1605,臺中市,新社區中和里內(距龍安橋約1.2k處),2011-11-01,,原(C1F9E0)站因儀器汰換，於2011/11/1更變為(C1F9E1)站。,C1F9E0,
553,C1F9F1,伯公龍,局屬自動站,500.0,120.849047,24.272392,臺中市,東勢區勢林街(宏覺寺旁),2011-11-01,,原(C1F9F0)站因儀器汰換，於2011/11/1更變為(C1F9F1)站。,C1F9F0,
554,C1F9G1,慶福山,局屬自動站,810.0,120.848378,24.180853,臺中市,東勢區(台8線10.5k往馬鞍農場方向.車程約半小時),2011-11-01,,原(C1F9G0)站因儀器汰換，於2011/11/1更變為(C1F9G1)站。,C1F9G0,
555,C1F9J1,清水林,局屬自動站,723.0,120.820419,24.071242,臺中市,太平區136縣道9.5k處旁約500公尺,2011-11-01,,原(C1F9J0)站因儀器汰換，於2011/11/1更變為(C1F9J1)站。,C1F9J0,
556,C1F9W0,德基,局屬自動站,1970.0,121.190261,24.254783,臺中市,和平區台8甲線69-70k處，彎入勝利路接翠巒產業道路約6.2km，路邊白色水塔旁,2011-11-01,,,,
557,C1G691,下水埔,局屬自動站,110.0,120.5676,23.816114,彰化縣,溪州鄉大莊國小(大庄村中橫巷1號),2011-10-06,,本站於2015/4/1起進行儀器汰換，並於2015/7/1完成驗收。,C1G690,
558,C1G9D0,國一S218K,局屬自動站,30.0,120.493253,23.890641,彰化縣,國道1號南向218.3K,2021-10-02,,,,
559,C1H000,翠峰,局屬自動站,2454.0,121.205211,24.109397,南投縣,仁愛鄉翠峰段30地號東側旁(臺14甲線19-19.5k處的長途通信機房旁),1992-07-01,,本站於2015/7/27起進行儀器汰換，並於2015/12/31完成驗收。,,
560,C1H840,國三N238K,局屬自動站,231.0,120.707711,23.841008,南投縣,國道3號北向238.2K,2021-10-02,,,,
561,C1H860,瑞岩,局屬自動站,1840.0,121.18345,24.123772,南投縣,仁愛鄉,1992-05-01,,本站於2015/7/29起進行儀器汰換，並於2015/12/31完成驗收。,,
562,C1H900,清流,局屬自動站,934.0,120.962997,24.080775,南投縣,仁愛鄉互助村,1992-05-01,,本站於2015/7/24起進行儀器汰換，並於2015/12/31完成驗收。,,
563,C1H920,長豐,局屬自動站,736.0,120.879897,24.102039,南投縣,國姓鄉長豐村東二巷71號(仙徠山莊內),1992-05-01,,原名為長福，於2015/9/1更名為長豐。本站於2015/9/1起進行儀器汰換，並於2015/12/31完成驗收。,,
564,C1H941,雙冬,局屬自動站,630.0,120.802189,23.967378,南投縣,草屯鎮雙冬里,2011-11-01,,原(C1H940)站因儀器汰換，於2011/11/1更變為(C1H941)站。,C1H940,
565,C1H971,六分寮,局屬自動站,428.0,120.6378,23.92507,南投縣,南投市鳳鳴里八卦路831號(南投縣政府消防局第一大隊鳳鳴分隊),2011-11-01,,原(C1H970)站因儀器汰換，於2011/11/1更變為(C1H971)站。2017/3/1短距離移位施工。原址為鳳鳴里八卦路894號(西嶺國小校門口對面)，2017/4/1啟用,C1H970,
566,C1H9B1,阿眉,局屬自動站,1710.0,120.994672,24.1263,南投縣,仁愛鄉(水利局雨量站旁),2011-11-01,,原(C1H9B0)站因儀器汰換，於2011/11/1更變為(C1H9B1)站。,C1H9B0,
567,C1I020,萬大,局屬自動站,1120.0,121.132261,23.979817,南投縣,仁愛鄉親愛村萬大水庫宿舍旁,1992-07-01,,本站於2015/8/11起進行儀器汰換，並於2015/12/31完成驗收。,,
568,C1I030,武界,局屬自動站,948.0,121.052483,23.913225,南投縣,仁愛鄉法治村,1992-07-01,,本站於2015/8/14起進行儀器汰換，並於2015/12/31完成驗收。,,
569,C1I050,丹大,局屬自動站,2568.0,121.141147,23.753747,南投縣,信義鄉丹大事業區第十七林班地(瞭望台旁),1992-07-01,,自2006年起，設備不再維護，暫時停止觀測。本站於2015/3/28起進行儀器汰換，並於2015/7/1完成驗收。,,
570,C1I070,和社,局屬自動站,825.0,120.888861,23.591131,南投縣,信義鄉中橫同富村同和巷47號和社分社觀測坪內,1992-07-01,,本站於2015/9/14起進行儀器汰換，並於2015/12/31完成驗收。,,
571,C1I101,溪頭,局屬自動站,1810.0,120.807647,23.661789,南投縣,鹿谷鄉內湖村森林巷溪頭林營區(鳳凰山瞭望台旁),2011-11-01,,原(C1I100)站因儀器汰換，於2011/11/1更變為(C1I101)站。,C1I100,
572,C1I121,大鞍,局屬自動站,1515.0,120.760017,23.678381,南投縣,竹山鎮樟空倫山之三角點附近,2011-11-01,,原(C1I120)站因儀器汰換，於2011/11/1更變為(C1I121)站。,C1I120,
573,C1I131,桶頭,局屬自動站,311.0,120.654117,23.641944,南投縣,竹山鎮鯉南路338號旁,2011-11-01,,原(C1I130)站因儀器汰換，於2011/11/1更變為(C1I131)站。,C1I130,
574,C1I140,卡奈托灣,局屬自動站,1700.0,121.087872,23.754364,南投縣,信義鄉丹大事業區第16林班地,1993-03-01,,本站於2015/4/1起進行儀器汰換，並於2015/7/1完成驗收。,,
575,C1I150,青雲,局屬自動站,393.0,120.949378,23.793361,南投縣,信義鄉地利村5鄰開信巷98-3號旁,1993-03-01,,本站於2015/9/11起進行儀器汰換，並於2015/12/31完成驗收。,,
576,C1I201,中心崙,局屬自動站,677.0,120.712097,23.728722,南投縣,竹山鎮之中心崙林道4.1km處,2011-11-01,,原(C1I200)站因儀器汰換，於2011/11/1更變為(C1I201)站。,C1I200,
577,C1I211,蘆竹湳,局屬自動站,529.0,120.811994,23.934019,南投縣,中寮鄉清水村龍林巷4鄰58之6號旁,2011-11-01,,原(C1I210)站因儀器汰換，於2011/11/1更變為(C1I211)站。,C1I210,
578,C1I220,樟湖,局屬自動站,1098.0,120.846983,23.905333,南投縣,國姓鄉147縣道9km處與站址直線距離約1.6km,2002-08-01,,本站於2015/9/8起進行儀器汰換，並於2015/12/31完成驗收。,,
579,C1I230,九份二山,局屬自動站,837.0,120.845,23.961944,南投縣,國姓鄉南港村九份二山上(921地震紀念公園內),2002-08-01,,更正座標。本站於2015/7/23起進行儀器汰換，並於2015/12/31完成驗收。,,
580,C1I240,外大坪,局屬自動站,725.0,120.917931,23.958697,南投縣,埔里鎮種瓜路(投68)路口至站址車程約20分鐘,2002-08-01,,本站於2015/7/20起進行儀器汰換，並於2015/12/31完成驗收。,,
581,C1I250,鯉潭,局屬自動站,732.0,120.991131,23.961922,南投縣,埔里鎮埔里高工旁中心路2km處,2002-08-01,,原名為埔里，於2015/8/17更名為鯉潭。本站於2015/8/17起進行儀器汰換，並於2015/12/31完成驗收。,,
582,C1I260,北坑,局屬自動站,601.0,121.006903,23.9246,南投縣,埔里鎮麒麟里4鄰武界路31號旁,2002-08-01,,本站於2015/8/7起進行儀器汰換，並於2015/12/31完成驗收。,,
583,C1I280,埔中,局屬自動站,439.0,120.642594,23.820778,南投縣,名間鄉埔中村11之3號後面,2002-08-01,,本站於2015/9/9起進行儀器汰換，並於2015/12/31完成驗收。,,
584,C1I290,豐丘,局屬自動站,1151.0,120.887417,23.668178,南投縣,信義鄉豐丘村豐丘產業道路末端,2002-08-01,,本站於2015/9/17起進行儀器汰換，並於2015/12/31完成驗收。,,
585,C1I310,西巒,局屬自動站,1033.0,120.883956,23.754486,南投縣,信義鄉台21線道之人倫林道9.5k處,2002-08-01,,更正座標。本站於2015/8/21起進行儀器汰換，並於2015/12/31完成驗收。,,
586,C1I320,奧萬大,局屬自動站,1275.0,121.178556,23.952956,南投縣,仁愛鄉奧萬大森林遊樂區內(員工宿舍),2002-08-01,,短距離移位。本站於2015/8/19起進行儀器汰換，並於2015/12/31完成驗收。,,
587,C1I330,楓樹林,局屬自動站,1266.0,121.076117,23.986803,南投縣,仁愛鄉埔里事業區107林班地(臺14線近埔里市區),2002-08-01,,本站於2015/8/3起進行儀器汰換，並於2015/12/31完成驗收。,,
588,C1I340,新興橋,局屬自動站,897.0,120.868728,23.563333,南投縣,信義鄉臺21線新興橋附近,2002-08-01,,本站於2015/9/15起進行儀器汰換，並於2015/12/31完成驗收。,,
589,C1I400,凌霄,局屬自動站,1399.0,121.004456,24.018778,南投縣,仁愛鄉守城段4地號,2016-01-01,,,,
590,C1I430,翠華,局屬自動站,2415.0,121.224339,24.191961,南投縣,仁愛鄉翠華村華岡段70地號內,2016-01-01,,,,
591,C1I440,新高口,局屬自動站,2540.0,120.878939,23.478744,南投縣,信義鄉新高口(臺18線約107.5k處路旁，對高岳營林區第31林班446號林地內),1992-05-01,,原(C1M440)站因縣市代碼不符，於2015/4/13重新編碼為(C1I440)站。本站於2015/10/2起進行儀器汰換，並於2015/12/31完成驗收。,C1M440,
592,C1I450,望鄉山,局屬自動站,3025.0,120.944286,23.594153,南投縣,信義鄉巒大事業區第131林班內(郡大林道約32K附近，望鄉山三角點旁),2016-01-01,,,,
593,C1I470,杉林溪,局屬自動站,1680.0,120.786444,23.639517,南投縣,竹山鎮大鞍里(杉林溪森林生態渡假園區收費亭附近，向欣谷碑旁),2016-01-01,,,,
594,C1I500,大尖山,局屬自動站,2017.0,120.994889,23.858572,南投縣,仁愛鄉大尖山,2016-01-01,,,,
595,C1I510,線浸林道,局屬自動站,1208.0,120.832956,23.761508,南投縣,鹿谷鄉線浸林道11k附近,2016-01-01,,,,
596,C1I550,國六W023K,局屬自動站,373.0,120.867742,23.979067,南投縣,國道6號西向23.7K,2021-01-26,,,,
597,C1K540,口湖,局屬自動站,15.0,120.180517,23.585344,雲林縣,口湖鄉口湖村中正路一段280號(口湖消防分隊),2016-01-01,,,,
598,C1M390,龍美,局屬自動站,1090.0,120.654417,23.406728,嘉義縣,番路鄉公興村隆美地區(舊地名為瀨頭)私人茶園內,1988-12-01,,本站於 2013/4/27 進行儀器汰換，並於2013/8/1完成驗收。,,
599,C1M400,菜瓜坪,局屬自動站,369.0,120.576103,23.251928,嘉義縣,大埔鄉西興村,1988-12-01,,本站於 2013/4/18 進行儀器汰換，並於2013/8/1完成驗收。,,
600,C1M480,獨立山,局屬自動站,840.0,120.607797,23.537022,嘉義縣,竹崎鄉(獨立山三角點旁),1993-03-01,,原名為樟腦寮，於2015/7/15更名為獨立山。本站於2015/7/13起進行儀器汰換，並於2015/12/31完成驗收。,,
601,C1M600,頭凍,局屬自動站,986.0,120.603339,23.406364,嘉義縣,番路鄉阿里山公路23k處轉入興社產業道路盡頭,2002-08-01,,本站於2015/7/2起進行儀器汰換，並於2015/12/31完成驗收。,,
602,C1M610,石磐龍,局屬自動站,1083.0,120.663506,23.496606,嘉義縣,竹崎鄉光華村,2002-08-01,,本站於2015/6/11起進行儀器汰換，並於2015/12/31完成驗收。,,
603,C1M620,瑞里,局屬自動站,1252.0,120.675197,23.545133,嘉義縣,梅山鄉瑞里派出所旁小路至站址(公墓旁)車程約10分鐘,2002-08-01,,本站於2015/7/6起進行儀器汰換，並於2015/12/31完成驗收。,,
604,C1M640,十字,局屬自動站,1567.0,120.753683,23.492153,嘉義縣,阿里山鄉十字村16號（十字國小樓頂）,2019-01-01,,,,
605,C1M870,國三N285K,局屬自動站,121.0,120.505833,23.550319,嘉義縣,國道3號北向285K,2021-01-26,,,,
606,C1N001,沙崙,局屬自動站,24.0,120.309406,22.935472,臺南市,歸仁區沙崙里184號北沙崙農場,2013-08-01,,原(C1N000)站因儀器汰換，於2013/8/1更變為(C1N001)站。,C1N000,
607,C1O850,環湖,局屬自動站,44.0,120.418633,23.148617,臺南市,大內區頭社里10號(大內國小鳴頭分校內),1988-12-01,,本站於 2013/4/26 進行儀器汰換，並於2013/8/1完成驗收。,,
608,C1O870,大棟山,局屬自動站,1249.0,120.52226,23.31157,臺南市,白河區大棟山三角點,1988-12-01,,,,
609,C1O880,關山,局屬自動站,223.0,120.594092,23.173397,臺南市,南化區關山里西阿里關83號(瑞峰國小附近),1988-12-01,,本站於 2013/4/16 進行儀器汰換，並於2013/8/1完成驗收。,,
610,C1O921,楠西,局屬自動站,115.0,120.484083,23.183511,臺南市,楠西區中興路107號(楠西國民中學內),2013-04-18,,原(C1O920)站因儀器汰換，於2013/4/18更變為(C1O921)站。,C1O920,
611,C1O940,東山服務區,局屬自動站,55.0,120.398472,23.286016,臺南市,國道3號北向319.9K,2021-10-02,,,,
612,C1R110,口社,局屬自動站,110.0,120.645222,22.770111,屏東縣,三地門鄉口社村5鄰信義巷58-5號,1992-05-01,,本站於2013/9/3進行儀器汰換，並於2013/12/1完成驗收。,,
613,C1R120,上德文,局屬自動站,820.0,120.704442,22.763272,屏東縣,三地門鄉德文村口之公墓旁,1992-05-01,,本站於 2013/6/5 進行儀器汰換，並於2013/8/1完成驗收。,,
614,C1R250,力里,局屬自動站,92.0,120.629228,22.428117,屏東縣,春日鄉七佳村自強一路92號(力里國民小學內),1997-07-01,,本站因儀器汰換，自2013/8/27起暫停資料提供，並於2013/12/1完成驗收。,,
615,C1R290,石門山,局屬自動站,260.0,120.756597,22.112611,屏東縣,牡丹鄉石門古戰場(恆春事業區29林班地),1997-12-20,,本站於2019/09/08進行儀器汰換，於2019/11/28完成驗收。,,
616,C1R610,西大武山,局屬自動站,1828.0,120.7322,22.617719,屏東縣,泰武鄉北大武山步道2.6k,2013-12-01,,,,
617,C1R630,龍泉,局屬自動站,60.0,120.59091,22.66701,屏東縣,內埔鄉大新路109號（屏東縣新生國民小學）,2018-08-11,,,,
618,C1S670,摩天,局屬自動站,1580.0,121.027,23.199503,臺東縣,海端鄉(省道臺20線169K福德宮後方),1997-07-01,,本站於2019/4/17起進行儀器汰換，於2019/6/7完成驗收。,,
619,C1S800,華源,局屬自動站,80.0,121.02325,22.657883,臺東縣,太麻里鄉華源村,2004-06-01,,本站於2019/2/24起進行儀器汰換，於2019/6/7完成驗收。,,
620,C1S820,金峰,局屬自動站,177.0,120.933236,22.590969,臺東縣,金峰鄉嘉蘭村嘉蘭國小旁,2004-06-01,,本站於2019/3/6起進行儀器汰換，於2019/6/7完成驗收。,,
621,C1S850,豐南,局屬自動站,489.0,121.262389,23.122139,花蓮縣,富里鄉豐南村花82縣道盡頭叉路1k旁,2012-01-01,,本站於2019/4/20起進行儀器汰換，於2019/6/7完成驗收。,,
622,C1S860,利嘉,局屬自動站,516.0,121.050528,22.809417,臺東縣,卑南鄉利嘉林道6k附近梅子園,2012-01-01,,本站於2019/2/22起進行儀器汰換，於2019/6/7完成驗收。,,
623,C1S870,南美山,局屬自動站,222.0,121.382333,23.15025,臺東縣,成功鎮南美山產業道路盡頭柑橘園,2012-01-01,,本站於2019/3/28起進行儀器汰換，於2019/6/7完成驗收。,,
624,C1S880,壽卡,局屬自動站,474.0,120.858903,22.238911,臺東縣,達仁鄉(大武事業區第48林班內)電信轉播站後方,1997-07-01,,原(C1R310)站因縣市代碼不符，於2015/4/13重新編碼為(C1S880)站。本站於2019/09/17進行儀器汰換，於2019/11/28完成驗收。,C1R310,
625,C1SA50,利嘉林道,局屬自動站,1235.0,121.009389,22.82325,臺東縣,臺東縣卑南鄉利嘉林道17K處,2020-04-09,,,,
626,C1SA70,都蘭,局屬自動站,62.0,121.226881,22.87794,臺東縣,東河鄉都蘭村431號(都蘭國民小學教室頂樓),2019-06-07,,原(C1S630)站因移位，於2019/6/7更變為(C1SA70)站。,C1S630,
627,C1T800,洛韶,局屬自動站,1260.0,121.453956,24.204558,花蓮縣,秀林鄉富世村中橫公路洛韶11號旁,1996-01-01,,本站於2017/9/21起進行儀器汰換，於2017/12/1完成驗收。,,
628,C1T810,慈恩,局屬自動站,2049.0,121.388386,24.192044,花蓮縣,秀林鄉富世村關原路3號(救國團慈恩山莊),1996-01-01,,本站於2017/9/26 進行儀器汰換，於2017/12/1完成驗收。,,
629,C1T830,布洛灣,局屬自動站,675.0,121.57127,24.17184,花蓮縣,秀林鄉布洛灣地區(布洛灣遊客中心圓環之廣場旁邊),1996-01-01,,本站於2017/9/15起進行儀器汰換，於2017/12/1完成驗收。,,
630,C1T920,中興,局屬自動站,68.0,121.498653,23.769503,花蓮縣,壽豐鄉中興大橋橋頭旁,1996-01-01,,本站於2017/4/13起進行儀器汰換，於2017/12/1完成驗收。,,
631,C1T940,大觀,局屬自動站,539.0,121.373133,23.714206,花蓮縣,萬榮鄉(往臺16線過管制哨約12k處),1996-01-01,,本站於2017/5/9起進行儀器汰換，於2017/6/3完成驗收。,,
632,C1T950,太安,局屬自動站,1050.0,121.370128,23.666719,花蓮縣,萬榮鄉太田事業區128林班地(馬太鞍苗圃),1996-01-01,,本站於2017/4/17起進行儀器汰換，於2017/6/3完成驗收。,,
633,C1T970,大農,局屬自動站,183.0,121.413331,23.615233,花蓮縣,光復鄉花蓮糖廠之大農農場內(大農段691號),1996-01-01,,本站於2017/4/29起進行儀器汰換，於2017/6/3完成驗收。,,
634,C1T980,龍澗,局屬自動站,1306.0,121.411328,24.023289,花蓮縣,秀林鄉龍澗發電廠旁,1996-01-01,,本站於2017/8/8起進行儀器汰換，於2017/12/1完成驗收。,,
635,C1T990,高寮,局屬自動站,128.0,121.356808,23.394239,花蓮縣,玉里鎮觀音里15鄰9號(觀音國民小學校園內),1997-07-01,,本站於2017/8/16起進行儀器汰換，於2017/12/1完成驗收。,,
636,C1TA00,太魯閣,局屬自動站,94.0,121.6236,24.15773,花蓮縣,秀林鄉富世291號（太魯閣國家公園管理處內）,2018-08-06,,,,
637,C1U501,牛鬥,局屬自動站,280.0,121.573656,24.637836,宜蘭縣,大同鄉牛鬥地區,1996-01-01,,原(C1U500)站因儀器汰換，於1996/1/1更變為(C1U501)站。本站於2017/11/8進行儀器汰換，於2018/3/23完成驗收。,C1U500,
638,C1U670,寒溪,局屬自動站,105.0,121.71691,24.634,宜蘭縣,冬山鄉大進村大進七路51號(大進國民小學校園內),1996-01-01,,本站於2017/10/11進行儀器汰換，於2017/12/1完成驗收。,,
639,C1U840,東澳嶺,局屬自動站,750.0,121.8485,24.5378,宜蘭縣,南澳鄉,2011-07-01,,本站於2017/12/18進行儀器汰換，於2018/3/23完成驗收。,,
640,C1U850,觀音海岸,局屬自動站,665.0,121.77856,24.38319,宜蘭縣,南澳鄉之林務局羅東林區管理處和平事業區91林班,2011-07-01,,本站於2017/10/26進行儀器汰換，於2017/12/1完成驗收。,,
641,C1U920,思源,局屬自動站,2085.0,121.347214,24.393125,宜蘭縣,大同鄉與臺中市和平區交界之羅葉尾山步道邊(大甲溪事業區40林班內),2018-03-23,,,,
642,C1U930,粉鳥林,局屬自動站,5.0,121.842479,24.497088,宜蘭縣,宜蘭縣蘇澳鎮東澳里東澳路69號(粉鳥林安檢所樓頂),2022-03-14,,,,
643,C1V160,達卡努瓦,局屬自動站,1040.0,120.705319,23.279811,高雄市,那瑪夏區達卡努瓦里,1992-05-01,,原名為民生(達卡努瓦)，於2015/10/13更名為達卡努瓦。本站於2015/10/13起進行儀器汰換，並於2015/12/31完成驗收。,,
644,C1V170,排雲,局屬自動站,3690.0,120.954147,23.463619,高雄市,桃源區排雲山莊往南峰方向步行約6小時(登山口-8.5k排雲山莊-1.5k測站),1992-05-01,,本站於2015/11/3起進行儀器汰換，並於2015/12/31完成驗收。,,
645,C1V190,南天池,局屬自動站,2700.0,120.91176,23.27403,高雄市,桃源區長春祠旁之步道步行約50分鐘,1992-05-01,,本站於2015/10/26起進行儀器汰換，並於2015/12/31完成驗收。,,
646,C1V200,梅山,局屬自動站,870.0,120.823556,23.268447,高雄市,桃源區梅山里(梅山口遊客中心旁道路步行約10分鐘),1992-05-01,,本站於2013/2/27進行儀器汰換，並於2013/4/18完成驗收。,,
647,C1V220,小關山,局屬自動站,1781.0,120.813603,23.154217,高雄市,桃源區老濃溪事業區99林班地,1992-05-01,,本站於2013/2/26進行儀器汰換，並於2013/4/18完成驗收。,,
648,C1V231,高中,局屬自動站,731.0,120.716711,23.134911,高雄市,桃源區高中里,2013-04-18,,原(C1V230)站因儀器汰換，於2013/4/18更變為(C1V231)站。,C1V230,
649,C1V300,御油山,局屬自動站,1637.0,120.715364,23.001983,高雄市,桃源區農業委員會林業試驗所六龜分所鳳崗山苗圃觀測坪內,1992-05-01,,本站於2013/10/2進行儀器汰換，並於2013/12/1完成驗收。,,
650,C1V340,大津,局屬自動站,190.0,120.645986,22.888322,高雄市,六龜區大津里34號(龍興國小大津分校),1992-05-01,,本站於2013/8/10進行儀器汰換，並於2013/12/1完成驗收。,,
651,C1V390,尖山,局屬自動站,60.0,120.367789,22.813153,高雄市,燕巢區尖山里尖山巷11之1號(燕巢國小尖山分校),1992-05-01,,本站於2013/9/3進行儀器汰換，並於2013/12/1完成驗收。,,
652,C1V570,吉東,局屬自動站,82.0,120.5454,22.85422,高雄市,美濃區吉東里吉頂路19號(吉東國小),2013-08-01,,,,
653,C1V580,溪南(特生中心),局屬自動站,1656.0,120.788475,23.084972,高雄市,桃源區石山林道7k(特有生物研究保育中心中海拔試驗站),2013-04-18,,,,
654,C1V590,新發,局屬自動站,741.0,120.646064,23.057019,高雄市,六龜區旗山事業區61林班地,2013-12-01,,,,
655,C1V600,藤枝,局屬自動站,1561.0,120.757042,23.071961,高雄市,桃源區藤枝森林遊樂區遊客中心,2013-04-18,,,,
656,C1V780,多納林道,局屬自動站,1050.0,120.737917,22.888028,高雄市,茂林區多納林道9k(林試所六龜研究中心多納苗圃),2013-12-01,,,,
657,C1V830,國三S383K,局屬自動站,114.0,120.426475,22.781967,高雄市,燕巢區國道3號南向383K,2021-01-26,,,,
658,C1X040,東原,局屬自動站,232.0,120.463822,23.291597,臺南市,東山區高原里4鄰31號後方果園,1993-03-01,,本站於2015/6/30起進行儀器汰換，並於2015/12/31完成驗收。,,
659,C1Z030,紅葉,局屬自動站,218.0,121.338806,23.493119,花蓮縣,萬榮鄉紅葉村教堂附近,1997-07-01,,本站於2017/8/6起進行儀器汰換，於2017/12/1完成驗收。,,
660,C1Z040,立山,局屬自動站,434.0,121.327375,23.443356,花蓮縣,卓溪鄉立山村後山上,1997-07-01,,本站於2017/8/19起進行儀器汰換，於2017/12/1完成驗收。,,
661,C1Z110,三棧,局屬自動站,680.0,121.60501,24.11557,花蓮縣,秀林鄉雙露山,2017-12-01,,原(C1Z090)站因移位，於2017/12/1變更為(C1Z110)站。,C1Z090,
662,C1Z120,壽豐,局屬自動站,62.0,121.508081,23.870853,花蓮縣,壽豐鄉壽豐村壽山路37號(壽豐鄉文康中心),2017-06-03,,原(C1T890)站因移位，於2017/6/3變更為(C1Z120)站。,C1T890,
663,C1Z130,銅門,局屬自動站,187.0,121.492842,23.965694,花蓮縣,秀林鄉銅門村69號(銅門國小),2017-06-03,,原(C1T860)站因移位，於2017/6/3變更為(C1Z130)站。,C1T860,
664,C1Z140,荖溪,局屬自動站,950.0,121.45964,23.890575,花蓮縣,秀林鄉,2018-03-23,,,,
665,C1Z240,中平林道,局屬自動站,1163.0,121.26763,23.42115,花蓮縣,卓溪鄉中平林道(玉里林道)約15K鐵牌處步行上山高地,2017-12-01,,,,
